#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-07-09T06:10:50 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-09T06:10:50	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/633/A99/members&-out.max=unlimited&-c=56.75+24.11&-c.r=210&Proba=%3E%3D0.9	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	-c=056.750000+24.110000,rm=210.	
#Constraint Proba=>=0.9

#RESOURCE=yCat_36330099
#Name: J/A+A/633/A99
#Title: Gaia DR2 open clusters in the Milky Way. II (Cantat-Gaudin+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/a+a/633/a99	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/633/a99	    IVOID of underlying data collection
#INFO	creator=Cantat-Gaudin T.	    First author or institution
#INFO	cites=bibcode:2020A&A...633A..99C	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/633/A99	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36330099	    Dataset identifier that can be used for citation
#INFO	publication_date=2022-03-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_633_A99_members:
#Name: J/A+A/633/A99/members
#Title: *Members
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Source	(I19)	Gaia DR2 source ID (source_id)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	pmRA	(F9.3)	Proper motion in right ascension direction (pmRA*cosDE) (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	Proper motion in declination direction (pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	RV	(F24.19)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=phys.veloc;pos.heliocentric]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F7.4)	? BP-RP colour (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	Proba	(F4.2)	Membership probability (proba) (1)	[ucd=stat.probability]
#Column	Cluster	(a17)	Cluster name (cluster)	[ucd=meta.id.parent]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
RA_ICRS	DE_ICRS	Source	Plx	pmRA	pmDE	RV	Gmag	BP-RP	Proba	Cluster	_RA.icrs	_DE.icrs
 56.48650944093	 24.36868550953	  65283094877491200	    7.1794	   20.582	  -44.748	                        	17.7245	 1.7583	1.00	Melotte_22       	 56.48641215467	+24.36887817538
 56.46955931193	 25.86153773554	  70035351636365824	    7.1801	   20.502	  -43.797	                        	14.5348	 2.2889	1.00	Melotte_22       	 56.46946121378	+25.86172630563
 56.59455049238	 24.56995599948	  66788291938818304	    7.1805	   19.463	  -44.976	   6.2722288068518494697	10.2968	 0.8288	1.00	Melotte_22       	 56.59445835112	+24.57014964684
 55.25168888006	 24.22627317196	  68186114813689344	    7.1807	   20.060	  -44.903	                        	17.0485	 3.0733	1.00	Melotte_22       	 55.25159416763	+24.22646650611
 57.97253655736	 24.38676805286	  66640712564777856	    7.1816	   20.118	  -45.962	   3.8804558673344402564	12.3434	 1.3411	1.00	Melotte_22       	 57.97244145161	+24.38696594333
 57.84232821207	 25.16593517933	  66903293984399872	    7.1848	   19.501	  -45.444	                        	13.6207	 1.8202	1.00	Melotte_22       	 57.84223544584	+25.16613083894
 56.08555601863	 24.77266297720	  68310359628169088	    7.1850	   19.878	  -45.405	   3.0834730735237769750	10.8513	 1.1249	1.00	Melotte_22       	 56.08546175755	+24.77285847077
 56.22443016926	 23.92109210742	  65196370900147968	    7.1863	   21.226	  -45.335	   6.7275788210466735961	10.5871	 1.0486	1.00	Melotte_22       	 56.22433019014	+23.92128730067
 56.01878665494	 25.85610972393	  70132658415356672	    7.1867	   19.288	  -43.247	  -8.2758800807245354036	12.5158	 1.4484	0.90	Melotte_22       	 56.01869437096	+25.85629592601
 56.72491282450	 24.13237683112	  65226092073881856	    7.1875	   19.492	  -44.356	                        	17.3321	 2.6410	1.00	Melotte_22       	 56.72482086310	+24.13256780899
 55.93744213820	 23.05570043275	  65056526764528128	    7.1880	   20.077	  -44.432	                        	15.5662	 2.6839	1.00	Melotte_22       	 55.93734819230	+23.05589173641
 57.47057103572	 25.64725278981	  66980362877378432	    7.1892	   18.618	  -45.966	   5.4810081337079541441	 9.4283	 0.7217	1.00	Melotte_22       	 57.47048211324	+25.64745069932
 56.13223690829	 23.59043154544	  65181527493208192	    7.1896	   20.288	  -44.934	                        	16.0822	 2.8115	1.00	Melotte_22       	 56.13214159250	+23.59062501229
 55.22705815878	 22.90696109968	  64667535869958784	    7.1901	   20.035	  -44.669	                        	17.0724	 3.1032	1.00	Melotte_22       	 55.22696451045	+22.90715342535
 57.18298747937	 23.25962123455	  64933759417769984	    7.1905	   18.672	  -45.196	  10.8741398164863696252	 8.3242	 0.3918	1.00	Melotte_22       	 57.18289997451	+23.25981582988
 56.30591670660	 23.51672291123	  65165653294149760	    7.1911	   20.286	  -44.956	                        	16.1870	 3.1345	1.00	Melotte_22       	 56.30582145366	+23.51691646966
 57.38808968139	 23.79520175309	  66501181966524800	    7.1916	   20.037	  -43.701	   6.9801544232063541529	10.7479	 0.8951	1.00	Melotte_22       	 57.38799539496	+23.79538990848
 53.45758278805	 22.93867055371	  67667935599570432	    7.1930	   20.098	  -44.452	                        	17.2379	 2.9765	1.00	Melotte_22       	 53.45748882600	+22.93886194296
 56.69617935088	 22.91438594245	  64899017426872960	    7.1931	   19.021	  -44.985	   7.0746465370576743226	10.3434	 0.8398	1.00	Melotte_22       	 56.69609043839	+22.91457962674
 55.04607101037	 25.39059573862	  68600321460320768	    7.1935	   19.704	  -45.895	                        	16.9587	 3.0755	1.00	Melotte_22       	 55.04597710306	+25.39079334108
 57.53599234139	 24.67146341730	  66757746131459200	    7.1936	   19.271	  -46.754	                        	17.5133	 3.0711	1.00	Melotte_22       	 57.53590103268	+24.67166472095
 60.30040941330	 23.90346968546	  65945997312877952	    7.1938	   18.160	  -45.015	                        	15.8593	 3.0270	1.00	Melotte_22       	 60.30032388746	+23.90366350181
 56.58921477749	 23.08570586674	  64952068862923520	    7.1946	   18.175	  -45.694	                        	17.9392	 3.4311	1.00	Melotte_22       	 56.58912971110	+23.08590260428
 55.57465066530	 24.11588549014	  68261053403709312	    7.1949	   21.359	  -45.140	                        	17.0543	 3.1433	1.00	Melotte_22       	 55.57454990933	+24.11607984310
 55.72974253768	 24.49287507302	  68310561489710336	    7.1950	   21.230	  -45.104	   6.6111293818163821001	 9.3630	 0.6654	1.00	Melotte_22       	 55.72964209128	+24.49306927162
 55.68259421324	 25.53493107842	  70097581419826944	    7.1951	   20.101	  -45.378	                        	15.5539	 2.6339	1.00	Melotte_22       	 55.68249829965	+25.53512645543
 56.28658248993	 24.84195494857	  69812945346809344	    7.1953	   20.501	  -45.409	                        	15.9935	 2.3230	1.00	Melotte_22       	 56.28648522295	+24.84215046114
 56.85181836448	 23.91448398968	  65207709611941376	    7.1958	   20.535	  -44.327	                        	 7.2732	 0.0499	1.00	Melotte_22       	 56.85172164815	+23.91467484108
 57.55177249920	 24.53273269182	  66754241438299520	    7.1960	   19.224	  -45.530	   7.0087925128860923962	12.7361	 1.4439	1.00	Melotte_22       	 57.55168151759	+24.53292872276
 56.60273681960	 24.47940517623	  66786539592171392	    7.1966	   20.045	  -45.711	                        	16.4991	 2.8170	1.00	Melotte_22       	 56.60264199023	+24.47960198855
 56.09705490217	 24.13238386972	  65272817023559040	    7.2011	   20.399	  -47.751	                        	14.1593	 1.2758	1.00	Melotte_22       	 56.09695866275	+24.13258946337
 57.18905626695	 24.62380211403	  66765855029760768	    7.2013	   18.417	  -46.981	                        	17.3246	 3.1689	1.00	Melotte_22       	 57.18896904057	+24.62400439289
 55.96570867895	 24.23762939897	  65289279632598016	    7.2033	   18.591	  -46.133	                        	16.5139	 3.0669	1.00	Melotte_22       	 55.96562089861	+24.23782802543
 58.87094667115	 23.77224854143	  65750627840192256	    7.2044	   17.823	  -44.928	   7.0263605834948021922	13.5076	 1.7419	1.00	Melotte_22       	 58.87086281700	+23.77244198052
 56.06412321091	 26.33102706608	  70252681278085376	    7.2052	   20.067	  -44.749	   4.7429024718836139130	10.8661	 0.9323	1.00	Melotte_22       	 56.06402680812	+26.33121973576
 57.45992114123	 23.70539460643	  66452769091505024	    7.2054	   19.716	  -44.024	   5.9114068426771222420	11.3411	 1.0337	1.00	Melotte_22       	 57.45982843067	+23.70558415493
 55.50015608515	 25.02960841156	  68390830135333504	    7.2060	   19.832	  -44.956	                        	16.0041	 2.8400	1.00	Melotte_22       	 55.50006184722	+25.02980197219
 58.18022782007	 24.46611693932	  66648001127514368	    7.2063	   18.279	  -44.897	                        	16.8478	 2.9941	1.00	Melotte_22       	 58.18014135672	+24.46631024462
 56.44372680707	 23.79516351173	  65202418214188544	    7.2070	   18.974	  -45.442	                        	14.8107	 2.5405	1.00	Melotte_22       	 56.44363752454	+23.79535916431
 53.17636405151	 23.56656669616	  67998201404864896	    7.2080	   20.792	  -44.537	                        	16.6720	 3.1000	1.00	Melotte_22       	 53.17626638655	+23.56675845051
 56.34797934060	 24.85061054913	  69810093488518784	    7.2087	   21.452	  -44.866	                        	14.4761	 2.2304	1.00	Melotte_22       	 56.34787755159	+24.85080372316
 57.27554720695	 23.78104375731	  66503449709270400	    7.2091	   20.641	  -45.881	   6.0949761163304447820	10.4206	 1.0410	1.00	Melotte_22       	 57.27545009202	+23.78124130029
 58.18905823597	 25.27966615315	  66897933865345920	    7.2095	   19.528	  -45.032	                        	13.2577	 1.6516	1.00	Melotte_22       	 58.18896525441	+25.27986003926
 56.66006061832	 22.91959021054	  64808204638390912	    7.2099	   20.220	  -43.552	   5.5930614382333452284	 9.2998	 0.6648	1.00	Melotte_22       	 56.65996609977	+22.91977772521
 56.78289878889	 24.39367079725	  66735446661374976	    7.2102	   19.954	  -44.510	                        	17.2020	 2.9095	1.00	Melotte_22       	 56.78280445292	+24.39386243878
 55.33071154501	 23.86147416249	  68162028637205888	    7.2130	   19.923	  -43.378	                        	16.9171	 3.0992	1.00	Melotte_22       	 55.33061774682	+23.86166092995
 57.23905052151	 24.32864694388	  66722355601033600	    7.2133	   18.906	  -45.606	                        	14.7251	 2.5805	1.00	Melotte_22       	 57.23896118658	+24.32884330226
 57.04675765480	 23.66195842583	  65000417312240896	    7.2146	   19.539	  -45.366	                        	15.7159	 2.3638	1.00	Melotte_22       	 57.04666580735	+23.66215375202
 56.33836882708	 23.72727712317	  65190048708380160	    7.2147	   19.879	  -44.511	 -12.7089975593586430591	12.0873	 1.5522	1.00	Melotte_22       	 56.33827533261	+23.72746876804
 55.77315195646	 24.82441747201	  68325649711754880	    7.2150	   18.624	  -46.737	                        	14.4409	 2.5287	1.00	Melotte_22       	 55.77306360814	+24.82461870024
 56.79601141537	 24.23081704333	  66728089380491648	    7.2153	   20.047	  -46.007	                        	17.5839	 2.9950	0.90	Melotte_22       	 56.79591676368	+24.23101512943
 53.15763094694	 23.43292343768	  67899520235887616	    7.2167	   20.862	  -44.606	                        	17.2195	 3.1979	1.00	Melotte_22       	 53.15753305097	+23.43311548919
 57.03844547433	 23.97779268060	  66522107047046656	    7.2178	   18.388	  -46.931	                        	16.5432	 2.8320	1.00	Melotte_22       	 57.03835882771	+23.97799474310
 56.61375713427	 24.25480650897	  65231486552803328	    7.2178	   20.307	  -44.608	                        	 7.3391	 0.1410	1.00	Melotte_22       	 56.61366123538	+24.25499857168
 57.08979610610	 24.57859312996	  66763965244167808	    7.2190	   18.805	  -45.704	                        	17.0068	 2.8818	1.00	Melotte_22       	 57.08970707514	+24.57878991111
 55.34783839512	 22.03151602710	  64401389632616960	    7.2192	   19.894	  -43.874	                        	16.9198	 3.2154	1.00	Melotte_22       	 55.34774599454	+22.03170492999
 56.00257003003	 23.54375019455	  65086591535491584	    7.2216	   19.458	  -44.681	   7.3113153262362375884	10.8234	 0.9962	1.00	Melotte_22       	 56.00247864683	+23.54394257158
 55.30763347007	 23.38474831702	  65107860213588096	    7.2225	   19.587	  -44.450	  10.2330610993090722616	13.5028	 1.7260	1.00	Melotte_22       	 55.30754158957	+23.38493969711
 56.34253915741	 23.47151653106	  65164171528305792	    7.2227	   20.347	  -44.587	   6.3918316789444116210	12.2080	 1.3232	1.00	Melotte_22       	 56.34244364800	+23.47170850100
 55.95193900749	 25.04341137195	  69876923179646080	    7.2229	   18.906	  -45.756	                        	16.0225	 3.0400	1.00	Melotte_22       	 55.95184916045	+25.04360837572
 55.97002712472	 25.49163292053	  69906713072633856	    7.2232	   20.468	  -45.533	                        	16.5180	 2.9137	1.00	Melotte_22       	 55.96992949180	+25.49182896685
 59.33058928549	 23.46032872476	  65544538129847936	    7.2237	   17.612	  -43.722	                        	17.2203	 3.1267	1.00	Melotte_22       	 59.33050662063	+23.46051697282
 57.40227401354	 24.30374374488	  66556535504957568	    7.2241	   18.483	  -45.917	                        	16.2621	 2.7683	1.00	Melotte_22       	 57.40218669649	+24.30394144328
 55.80453492987	 24.65524896606	  68314414077327744	    7.2256	   20.835	  -43.927	                        	14.9126	 2.4243	1.00	Melotte_22       	 55.80443622712	+24.65543809597
 57.84954625620	 22.11319085059	  63849572235829248	    7.2257	   18.652	  -44.565	   5.2765891939524358634	12.7481	 1.4749	1.00	Melotte_22       	 57.84945957379	+22.11338272759
 56.46524224076	 24.03868257572	  65221487868870784	    7.2260	   19.757	  -45.201	                        	 7.8181	 0.2740	1.00	Melotte_22       	 56.46514909903	+24.03887719225
 56.25512359157	 25.35143433514	  69911867033651200	    7.2260	   19.962	  -46.034	                        	17.1758	 3.0966	1.00	Melotte_22       	 56.25502848511	+25.35163253848
 57.50781489675	 25.21122868950	  66930403817997696	    7.2268	   18.269	  -46.316	                        	16.3300	 2.9426	1.00	Melotte_22       	 57.50772795627	+25.21142810773
 56.23629462791	 23.60638880266	  65170016980919808	    7.2270	   20.665	  -46.350	                        	16.2008	 2.8171	1.00	Melotte_22       	 56.23619752788	+23.60658836442
 57.42060195543	 23.34137588397	  64929391436043264	    7.2271	   18.693	  -45.327	                        	 8.0819	 0.2813	1.00	Melotte_22       	 57.42051429958	+23.34157104200
 55.45674884832	 22.49340923348	  64453887017111808	    7.2273	   21.312	  -46.083	                        	17.7957	 3.3058	1.00	Melotte_22       	 55.45664953365	+22.49360764839
 55.51383494332	 24.53688652468	  68291977168100480	    7.2278	   19.396	  -44.201	                        	15.2763	 2.5021	1.00	Melotte_22       	 55.51374314332	+24.53707683261
 55.49565824024	 25.32880028027	  68587161680620288	    7.2283	   20.294	  -44.110	                        	13.3608	 2.0514	1.00	Melotte_22       	 55.49556157013	+25.32899019858
 55.67163030748	 24.02840198163	  65257187636977536	    7.2283	   21.306	  -44.655	                        	17.2010	 3.0844	1.00	Melotte_22       	 55.67152987015	+24.02859424765
 55.49621446414	 25.92072384900	  70169251536714624	    7.2286	   20.790	  -45.056	   5.9786173039892993586	12.4617	 1.3796	1.00	Melotte_22       	 55.49611493984	+25.92091783977
 56.46043864888	 23.87376023328	  65214856439472640	    7.2286	   19.871	  -44.655	   2.3697467389454143216	13.1388	 1.6823	1.00	Melotte_22       	 56.46034508943	+23.87395249806
 54.84346112300	 26.19322631612	  70938810893886208	    7.2290	   20.769	  -47.177	                        	16.6046	 2.9159	1.00	Melotte_22       	 54.84336146573	+26.19342943960
 57.66222634901	 23.21723387690	  64174546641593984	    7.2295	   18.334	  -45.327	                        	15.4167	 2.5668	1.00	Melotte_22       	 57.66214045500	+23.21742903523
 57.77331021415	 24.73658408616	  66852647730267264	    7.2298	   19.986	  -45.342	                        	13.3224	 1.6926	1.00	Melotte_22       	 57.77321547049	+24.73677930686
 57.07038946171	 25.21492600799	  66939852745876736	    7.2299	   17.803	  -45.609	   7.0230140954938722331	 9.1032	 0.6594	1.00	Melotte_22       	 57.07030473882	+25.21512237945
 57.19040622641	 25.70026890064	  69962719446879232	    7.2302	   18.351	  -45.726	                        	15.5947	 2.7187	1.00	Melotte_22       	 57.19031853900	+25.70046577785
 56.70921439117	 22.21163957711	  63995562466405760	    7.2306	   20.136	  -44.536	                        	17.8137	 3.4391	1.00	Melotte_22       	 56.70912074514	+22.21183132788
 55.86311549590	 25.38739383068	  69904101732529408	    7.2328	   20.411	  -43.837	                        	11.1563	 1.0758	1.00	Melotte_22       	 55.86301821902	+25.38758257278
 56.78401198213	 24.30663687787	  66733763034205696	    7.2347	   20.959	  -47.432	                        	15.7252	 2.7286	1.00	Melotte_22       	 56.78391296626	+24.30684109791
 56.78835214496	 24.05198411956	  65212932294091264	    7.2360	   19.576	  -43.994	                        	15.4095	 2.5438	1.00	Melotte_22       	 56.78825984322	+24.05217353607
 56.46653703651	 25.16699561162	  69859124835119360	    7.2362	   18.560	  -45.397	                        	16.8636	 3.1335	1.00	Melotte_22       	 56.46644874380	+25.16719107148
 56.15125980571	 23.50290894462	  65167577439502592	    7.2372	   19.383	  -44.175	                        	15.4094	 2.5989	1.00	Melotte_22       	 56.15116879915	+23.50309914175
 56.30068367404	 23.36457293884	  64974338270788864	    7.2375	   20.102	  -45.896	                        	16.1397	 2.8432	0.90	Melotte_22       	 56.30058939169	+23.36477054601
 55.22943053716	 22.34952233761	  64445988572906752	    7.2380	   19.998	  -44.380	                        	15.1120	 2.4926	1.00	Melotte_22       	 55.22933744333	+22.34971341960
 55.61507853597	 25.04683423508	  68390417818463872	    7.2381	   19.563	  -43.142	   5.8961694773985904305	12.3724	 1.3064	0.90	Melotte_22       	 55.61498556476	+25.04701998327
 56.46988119673	 23.46488078271	  64982344089813248	    7.2383	   19.838	  -46.244	                        	16.3001	 2.9092	1.00	Melotte_22       	 56.46978808206	+23.46507989028
 57.55367829796	 24.35162168657	  66555573432261376	    7.2389	   18.077	  -44.408	                        	14.4757	 2.2047	1.00	Melotte_22       	 57.55359286474	+24.35181288827
 54.70291722263	 25.18858284225	  68618978798306432	    7.2401	   18.680	  -45.389	                        	13.4078	 1.9863	1.00	Melotte_22       	 54.70282834554	+25.18877826699
 57.91273978975	 22.75008098362	  64095656682494720	    7.2402	   19.770	  -45.596	   6.0082936312359720432	11.8556	 1.1798	1.00	Melotte_22       	 57.91264748758	+22.75027729756
 56.74789579135	 24.87934032528	  66834054814431232	    7.2406	   21.965	  -46.712	                        	16.5624	 3.1886	0.90	Melotte_22       	 56.74779154715	+24.87954144752
 56.11208788175	 24.40865144447	  65292268929825408	    7.2419	   20.508	  -43.431	                        	15.0324	 2.3722	1.00	Melotte_22       	 56.11199091615	+24.40883843794
 56.95748635870	 24.42849616415	  66738023641737088	    7.2423	   20.384	  -45.672	                        	16.6825	 2.9530	0.90	Melotte_22       	 56.95738996450	+24.42869280619
 55.62266390714	 22.79038941509	  65023232178029440	    7.2425	   20.486	  -43.659	                        	14.2380	 2.1060	1.00	Melotte_22       	 55.62256823423	+22.79057739342
 57.16854808264	 24.60929807326	  66765751950550144	    7.2428	   21.134	  -46.661	                        	16.2814	 2.9243	1.00	Melotte_22       	 57.16844799726	+24.60949897262
 56.28429066108	 26.29231816952	  70242785673539712	    7.2435	   19.920	  -45.811	   4.3572547984353278139	11.2191	 1.0234	1.00	Melotte_22       	 56.28419499695	+26.29251541031
 56.01188717770	 25.65615557353	  69935162935991168	    7.2455	   20.080	  -45.938	   2.8612083369715293202	12.6328	 1.4818	1.00	Melotte_22       	 56.01179126450	+25.65635336095
 55.19302946986	 24.15699477661	  68185221460637824	    7.2457	   21.056	  -45.452	                        	16.6118	 2.8934	1.00	Melotte_22       	 55.19293010950	+24.15719047441
 56.90846391290	 23.46785524272	  64990586130069504	    7.2462	   21.241	  -44.880	   8.3722859784834167129	13.1315	 1.5965	1.00	Melotte_22       	 56.90836421112	+23.46804847579
 55.71537587932	 23.14533502578	  65038281743395584	    7.2471	   20.154	  -43.817	                        	16.8582	 3.2622	1.00	Melotte_22       	 55.71528150736	+23.14552368091
 55.21602444643	 23.23054177367	  65098514364769408	    7.2472	   20.734	  -45.074	                        	16.2617	 2.8967	1.00	Melotte_22       	 55.21592729823	+23.23073584319
 56.68171988933	 23.99494309637	  65211557904569856	    7.2480	   20.481	  -45.516	                        	15.0937	 2.3773	1.00	Melotte_22       	 56.68162336543	+23.99513906628
 56.03679312867	 23.07971215148	  64870296982175488	    7.2483	   21.681	  -45.249	                        	14.5087	 2.2149	1.00	Melotte_22       	 56.03669165714	+23.07990697217
 55.60019399966	 22.42094757364	  64449729487990912	    7.2483	   19.637	  -44.456	   6.5902802104213016321	10.2034	 0.8477	1.00	Melotte_22       	 55.60010253660	+22.42113898022
 54.59417918101	 22.49948541185	  64671903852618624	    7.2484	   21.403	  -44.945	   6.2759139617533197253	 9.9338	 0.7501	1.00	Melotte_22       	 54.59407943819	+22.49967892551
 58.19032591282	 21.68869210370	  63773774653147904	    7.2485	   17.714	  -44.528	                        	15.7516	 2.7526	1.00	Melotte_22       	 58.19024383209	+21.68888382329
 56.10458382783	 25.56761644837	  69930764889482752	    7.2493	   20.457	  -47.041	                        	17.3445	 3.4306	1.00	Melotte_22       	 56.10448618954	+25.56781898635
 57.58720452276	 24.46655135744	  66565365957676416	    7.2499	   20.327	  -45.558	   5.1649130109622110041	10.9103	 0.9340	1.00	Melotte_22       	 57.58710836937	+24.46674750843
 57.40055245166	 23.93962294473	  66512074003566976	    7.2512	   19.139	  -44.622	                        	16.1775	 2.8555	1.00	Melotte_22       	 57.40046229228	+23.93981506734
 54.34277857253	 24.90433467499	  68514559552895488	    7.2522	   20.031	  -43.850	                        	16.8186	 2.9556	1.00	Melotte_22       	 54.34268348661	+24.90452347462
 56.27833702057	 23.61414558210	  65169943964429952	    7.2524	   19.432	  -45.375	                        	17.0236	 3.2870	1.00	Melotte_22       	 56.27824570899	+23.61434094875
 56.85797095716	 25.44057264442	  69951449452730752	    7.2528	   20.682	  -45.179	                        	16.6799	 3.3297	1.00	Melotte_22       	 56.85787234738	+25.44076716498
 57.57372858153	 25.37937007962	  66960262430594816	    7.2534	   19.447	  -46.000	   4.6922897883359269144	 9.5184	 0.6872	1.00	Melotte_22       	 57.57363590507	+25.37956813495
 57.33590024976	 24.77646852212	  66774513683782912	    7.2538	   19.308	  -44.472	   3.7580170319282046876	12.4656	 1.3822	1.00	Melotte_22       	 57.33580869003	+24.77666000081
 56.43373625175	 24.07392960802	  65222518661019520	    7.2541	   19.987	  -43.260	   7.4325852706166593009	13.7161	 1.8323	1.00	Melotte_22       	 56.43364199941	+24.07411586838
 56.21357742537	 23.26873059457	  64879402312818944	    7.2541	   20.623	  -44.131	   6.5053438227875401978	 8.8772	 0.5548	1.00	Melotte_22       	 56.21348076783	+23.26892060427
 57.02772108561	 24.00172655716	  66522381924952704	    7.2544	   19.207	  -44.864	                        	16.5333	 2.9033	1.00	Melotte_22       	 57.02763056347	+24.00191972072
 54.60099600090	 25.33020736852	  68624613795266432	    7.2558	   19.910	  -44.329	                        	17.1309	 3.2309	1.00	Melotte_22       	 54.60090115780	+25.33039822870
 57.34143535933	 24.91187563646	  66779564565300224	    7.2572	   20.619	  -45.992	                        	16.7279	 2.9506	1.00	Melotte_22       	 57.34133747740	+24.91207365650
 58.26896363124	 22.80115890669	  65588484235454592	    7.2573	   19.096	  -45.556	   5.2323286407376343732	13.1120	 1.6130	1.00	Melotte_22       	 58.26887444255	+22.80135505030
 56.61581291094	 23.59252113528	  64985127228608128	    7.2581	   18.525	  -44.743	   6.2454549870444004966	12.5949	 1.5945	1.00	Melotte_22       	 56.61572587673	+23.59271377973
 56.37331636804	 23.76030867185	  65190220507070208	    7.2586	   19.287	  -45.698	   3.8875569582188145290	12.8660	 1.5621	1.00	Melotte_22       	 56.37322563570	+23.76050542618
 57.46592215815	 21.30713698008	  63693785181958912	    7.2587	   20.276	  -44.260	                        	14.5286	 2.4939	1.00	Melotte_22       	 57.46582845154	+21.30732754377
 56.64730234535	 23.41153727253	  64977705525131904	    7.2589	   20.443	  -44.875	                        	14.1021	 2.0403	1.00	Melotte_22       	 56.64720642829	+23.41173048507
 53.53056379661	 24.34425119856	  68097020012324352	    7.2607	   21.672	  -45.154	   6.0676994359890592534	 9.4268	 0.6881	1.00	Melotte_22       	 53.53046137848	+24.34444561277
 58.24651845676	 24.90134872585	  66694455493470464	    7.2607	   20.720	  -45.261	                        	13.7607	 1.8678	1.00	Melotte_22       	 58.24642010028	+24.90154359818
 56.83687447007	 25.08657208202	  66846291177113088	    7.2609	   18.750	  -46.069	                        	14.6887	 2.2992	1.00	Melotte_22       	 56.83678533324	+25.08677043338
 56.66674429659	 23.11013054713	  64952829074688896	    7.2612	   19.137	  -46.812	   6.4014584990407872311	 9.2880	 0.6490	1.00	Melotte_22       	 56.66665471303	+23.11033210057
 57.36104366161	 22.84835907203	  64136063734692224	    7.2618	   19.037	  -46.046	                        	16.4133	 2.9132	1.00	Melotte_22       	 57.36095471770	+22.84855732716
 57.49118050572	 23.84795414750	  66507469794885120	    7.2621	   20.726	  -48.268	                        	 9.9678	       	1.00	Melotte_22       	 57.49108293971	+23.84816196964
 56.04008050484	 24.58937880657	  68303659479211776	    7.2623	   21.385	  -44.152	                        	15.8898	 2.7331	0.90	Melotte_22       	 56.03997924870	+24.58956890658
 57.48590631068	 24.34880024653	  66558249192653952	    7.2642	   19.767	  -44.736	                        	 7.5316	 0.0970	1.00	Melotte_22       	 57.48581289344	+24.34899286126
 57.10522526002	 24.24036369391	  66720294016753280	    7.2651	   17.845	  -45.148	                        	16.0718	 3.0276	1.00	Melotte_22       	 57.10514099921	+24.24055808301
 57.49815299699	 24.19590501667	  66551686483467904	    7.2652	   19.947	  -43.617	                        	17.8239	 3.1334	1.00	Melotte_22       	 57.49805884134	+24.19609281110
 55.95261075515	 23.53919962873	  65089473457126784	    7.2663	   21.604	  -44.348	   7.7867580847979880332	13.4317	 1.7249	1.00	Melotte_22       	 55.95250929560	+23.53939057284
 54.64378637106	 23.67272000180	  68141408498321280	    7.2665	   20.470	  -45.225	                        	17.1664	 3.0754	1.00	Melotte_22       	 54.64369013781	+23.67291472064
 57.72446672299	 22.54787159771	  64066107307543296	    7.2674	   18.019	  -45.104	   3.3572616365695893137	12.3862	 1.3520	1.00	Melotte_22       	 57.72438271813	+22.54806579344
 59.86477742596	 23.12359417127	  65471729844532864	    7.2674	   19.697	  -44.954	   8.6770114326722378451	12.8440	 1.5476	1.00	Melotte_22       	 59.86468520981	+23.12378772338
 56.66683842833	 23.78274708916	  65199222758514048	    7.2675	   18.633	  -43.556	                        	16.1155	 2.7760	1.00	Melotte_22       	 56.66675075611	+23.78293462281
